Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./analysis/co-evolutionary/iroquois_binary-unilineal_binary.bttrees
Data File Name:                  ./analysis/co-evolutionary/iroquois_binary-unilineal_binary.btdata
Log File Name:                   /Users/sp16194/Desktop/Projects_Git/Project_Kinshipsystems_ACE_Coevolution/analysis/co-evolutionary/bt-output/bantu-iroquois_binary-unilineal_binary-dep
Summary:                         False
Seed                             2792812647
Analsis Type:                    Maximum Likelihood
ML attempt per tree:             10
Precision:                       64 bits
Cores:                           1
No of Rates:                     8
Base frequency (PI's)            None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Tree Information
     Trees:                      1000
     Taxa:                       64
     Sites:                      1
     States:                     4
Tree No	Lh	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
557	-68.477762	0.662683	0.000000	0.182994	0.021038	0.000000	0.736866	0.026864	0.127874	0.213100	0.215267	0.286729	0.284904	
558	-68.953692	0.546490	0.000000	0.153629	0.021307	0.000000	0.983639	0.026592	0.169680	0.216407	0.218888	0.282936	0.281769	
559	-69.703128	0.492395	0.000000	0.130462	0.187516	0.000000	0.171324	0.104809	0.030826	0.250000	0.250000	0.250000	0.250000	
560	-69.473371	0.595119	0.000000	0.158340	0.158801	0.000000	0.432822	0.088784	0.076063	0.249999	0.250000	0.250001	0.250000	
561	-68.830301	0.702607	0.000000	0.189567	0.018920	0.000000	2.137191	0.025969	0.367574	0.212600	0.214496	0.286756	0.286148	
562	-70.028408	0.140098	0.000000	0.000000	0.720611	0.123070	1.016636	0.381442	0.201002	0.249997	0.250001	0.250001	0.250001	
563	-69.765967	0.343656	0.000000	0.091821	0.146732	0.000000	0.623437	0.082202	0.109641	0.249999	0.250000	0.250000	0.250000	
564	-69.129457	0.273202	0.000001	0.083020	0.014322	0.000000	0.933357	0.025061	0.162492	0.200544	0.205409	0.297869	0.296179	
565	-69.191860	0.333638	0.000000	0.089239	0.087899	0.000000	0.733879	0.051523	0.129493	0.249774	0.249861	0.250193	0.250172	
566	-68.983224	0.013160	0.000000	0.009932	0.016267	0.017043	1.200924	0.022056	0.207250	0.111123	0.242137	0.324820	0.321919	
567	-68.211915	0.394245	0.000000	0.111846	0.015995	0.000000	1.611090	0.025077	0.281471	0.204285	0.207798	0.294417	0.293500	
568	-67.429779	2.278648	0.000000	0.606528	0.016728	0.000000	0.782679	0.024526	0.135622	0.204998	0.205622	0.295653	0.293727	
569	-68.507316	0.376164	0.000000	0.076437	0.019625	0.074610	1.286243	0.012451	0.238084	0.216835	0.220186	0.280334	0.282646	
570	-68.439301	0.033242	0.194754	0.025207	0.000000	0.103038	1.791013	0.020168	0.310438	0.258077	0.219760	0.261197	0.260966	
571	-69.371404	1.259165	0.000000	0.338626	0.023155	0.000000	1.499974	0.026457	0.262364	0.226523	0.227320	0.273366	0.272791	
572	-68.768710	0.905009	0.000000	0.245202	0.022633	0.003606	1.253061	0.025977	0.219598	0.232507	0.233289	0.267326	0.266878	
573	-68.728413	0.713450	0.000000	0.195155	0.022047	0.000000	1.707918	0.027320	0.298356	0.229355	0.230522	0.270289	0.269834	
574	-67.361783	0.572705	0.000000	0.136576	0.016286	0.060988	1.194775	0.015017	0.218901	0.204701	0.207392	0.292878	0.295029	
575	-68.477379	0.723413	0.000000	0.197075	0.018352	0.004092	0.442474	0.025890	0.076344	0.206874	0.209021	0.293381	0.290723	
576	-67.614865	0.933557	0.000000	0.258511	0.017738	0.000000	0.384801	0.024418	0.065012	0.221592	0.222658	0.278990	0.276760	
577	-68.289735	0.584749	0.000000	0.162040	0.018678	0.000000	1.258293	0.025309	0.220530	0.225179	0.226758	0.274330	0.273733	
578	-68.196262	0.486523	0.000000	0.131622	0.020932	0.009744	0.347992	0.024193	0.061489	0.216169	0.218989	0.283289	0.281553	
579	-67.998044	0.885866	0.000000	0.244065	0.019108	0.000000	0.422741	0.025445	0.072436	0.197503	0.199723	0.303362	0.299411	
580	-68.417477	1.540225	0.000000	0.410191	0.019760	0.000000	0.518027	0.025271	0.089180	0.230499	0.231010	0.269808	0.268683	
581	-68.044519	0.311838	0.000000	0.081546	0.018252	0.022280	0.295678	0.021011	0.054352	0.231661	0.233824	0.267167	0.267347	
582	-68.761537	0.264089	0.078079	0.072726	0.000000	0.058450	4.172444	0.015635	0.746394	0.227780	0.211562	0.280154	0.280504	
583	-69.512229	1.862019	0.000000	0.497330	0.018404	0.000000	0.800109	0.024918	0.138944	0.218405	0.219001	0.281957	0.280637	
584	-68.458622	0.407318	0.000000	0.114883	0.018970	0.000000	1.061214	0.024145	0.182930	0.231873	0.233513	0.267558	0.267056	
585	-68.851184	1.022308	0.000000	0.279947	0.020309	0.000000	1.365677	0.024770	0.237174	0.230711	0.231454	0.269141	0.268695	
586	-69.470019	2.524040	0.000000	0.669352	0.019396	0.003734	0.395733	0.024747	0.068482	0.221962	0.222387	0.278777	0.276874	
587	-68.224606	0.387463	0.000000	0.110915	0.018671	0.000000	0.475340	0.025986	0.080915	0.203096	0.207595	0.296142	0.293167	
588	-69.586661	0.535007	0.000000	0.141291	0.116515	0.000142	0.611949	0.065754	0.107553	0.249975	0.249983	0.250023	0.250019	
589	-69.405956	0.470827	0.000000	0.124510	0.105931	0.000000	0.410945	0.061535	0.072871	0.249946	0.249963	0.250052	0.250039	
590	-69.487176	0.461420	0.000000	0.122516	0.110495	0.000000	0.927776	0.063727	0.163002	0.249969	0.249980	0.250027	0.250024	
591	-69.570544	0.031033	0.000000	0.006634	0.069216	0.029919	1.367697	0.037673	0.246986	0.246665	0.251404	0.251640	0.250291	
592	-68.955142	0.933967	0.000000	0.246421	0.086364	0.000000	0.630870	0.049474	0.111087	0.249777	0.249808	0.250222	0.250193	
593	-67.790715	0.612769	0.000000	0.166754	0.023581	0.000000	1.200509	0.025458	0.210093	0.225922	0.227670	0.273536	0.272873	
594	-67.697116	2.099702	0.000000	0.544011	0.023026	0.044168	0.247102	0.017194	0.049969	0.225583	0.226135	0.272420	0.275863	
595	-68.016224	0.650351	0.000000	0.171401	0.024069	0.022771	0.279443	0.022105	0.052011	0.216448	0.218864	0.282237	0.282451	
596	-68.200149	1.272508	0.000000	0.339128	0.019924	0.002510	0.460827	0.024152	0.078964	0.228908	0.229491	0.271546	0.270056	
597	-68.332846	0.802259	0.000000	0.221081	0.018934	0.000000	1.264647	0.024321	0.216851	0.213546	0.215212	0.286067	0.285175	
598	-68.405348	1.739230	0.000000	0.463243	0.015220	0.008071	1.149795	0.023713	0.202152	0.208187	0.208867	0.291869	0.291077	
599	-68.962381	0.659364	0.000000	0.183681	0.020210	0.001295	0.557999	0.024461	0.097563	0.225167	0.226591	0.274806	0.273437	
600	-68.937562	0.373116	0.000000	0.105197	0.019122	0.000000	1.069748	0.025588	0.188735	0.232431	0.234055	0.267044	0.266471	
601	-67.769873	2.288939	0.000000	0.598792	0.017904	0.021654	0.355523	0.020279	0.064762	0.228674	0.228984	0.271106	0.271237	
602	-67.943429	1.344255	0.000000	0.354229	0.015692	0.015212	0.118582	0.021414	0.021737	0.214122	0.214906	0.286776	0.284195	
603	-69.632685	1.528400	0.000000	0.405596	0.018722	0.000000	0.620065	0.024890	0.107174	0.223816	0.224420	0.276602	0.275163	
604	-68.371559	0.970880	0.000000	0.264951	0.017732	0.000000	0.366735	0.024497	0.062009	0.226039	0.226847	0.274676	0.272438	
605	-68.599118	0.423495	0.000000	0.119679	0.022289	0.000000	0.811363	0.025559	0.140307	0.231821	0.233583	0.267675	0.266922	
606	-68.604237	0.491820	0.000000	0.109651	0.020101	0.069250	0.769888	0.013761	0.145945	0.219168	0.221683	0.278060	0.281090	
607	-69.101839	0.000000	0.168856	0.010657	0.016813	0.108345	1.154628	0.024889	0.199578	0.263537	0.221310	0.258143	0.257010	
608	-67.564642	0.021076	0.000000	0.011723	0.018989	0.018076	0.600888	0.022842	0.106358	0.161070	0.255144	0.293144	0.290642	
609	-67.616748	0.693804	0.000000	0.170344	0.017180	0.051737	0.644689	0.015671	0.120409	0.223439	0.224756	0.274917	0.276888	
610	-68.304033	0.222376	0.000000	0.041743	0.018446	0.057548	0.607279	0.013585	0.115541	0.233633	0.236408	0.264155	0.265804	
611	-67.699353	0.976493	0.000000	0.265815	0.019041	0.000024	0.400702	0.024520	0.068699	0.237752	0.238207	0.262517	0.261524	
612	-67.626625	0.385857	0.000000	0.109349	0.018781	0.000000	0.643954	0.024990	0.111674	0.234899	0.236428	0.264646	0.264028	
613	-68.968878	0.667376	0.000000	0.182388	0.024237	0.000000	0.408685	0.026864	0.070271	0.240121	0.240803	0.259960	0.259116	
614	-68.876696	0.358299	0.000000	0.102991	0.020180	0.000000	0.940385	0.026974	0.163075	0.219165	0.222468	0.279732	0.278634	
615	-69.670195	0.376385	0.000000	0.109017	0.025324	0.000000	1.001913	0.028000	0.174474	0.224576	0.227755	0.274279	0.273390	
616	-69.658782	0.841748	0.000000	0.230602	0.023350	0.000000	1.415638	0.027157	0.247082	0.223818	0.225168	0.275846	0.275169	
617	-69.970643	0.132234	0.000000	0.000085	0.741042	0.119284	0.880603	0.392406	0.176291	0.249994	0.250003	0.250001	0.250002	
618	-68.732124	0.326984	0.000000	0.095237	0.020455	0.000000	0.802175	0.026906	0.138908	0.212263	0.216779	0.286246	0.284712	
619	-69.622705	0.735665	0.000000	0.202460	0.021083	0.000000	0.718680	0.025379	0.125141	0.224606	0.225979	0.275299	0.274116	
620	-69.968764	0.383042	0.000000	0.102762	0.217447	0.000000	0.547873	0.121869	0.097117	0.250000	0.250000	0.250000	0.250000	
621	-69.121495	9.863360	0.000000	2.618537	0.020240	0.000592	1.798764	0.025267	0.314125	0.223649	0.223754	0.276534	0.276063	
622	-67.953516	0.553758	0.000000	0.155446	0.017684	0.000000	0.470932	0.025568	0.080902	0.207596	0.210197	0.292570	0.289637	
623	-67.807508	1.432732	0.000000	0.377731	0.021385	0.006866	0.246655	0.024471	0.043238	0.226194	0.226857	0.274670	0.272279	
624	-67.425766	0.902479	0.000000	0.245107	0.018502	0.001960	0.304578	0.025293	0.051928	0.211855	0.213371	0.289264	0.285510	
625	-70.061193	0.250077	0.000000	0.067160	0.249674	0.000000	0.470107	0.139960	0.083006	0.250000	0.250000	0.250000	0.250000	
626	-68.987445	0.347953	0.000000	0.102086	0.020088	0.000000	0.232336	0.026790	0.039178	0.214903	0.218538	0.286045	0.280514	
627	-68.389658	0.513968	0.000000	0.145786	0.017226	0.000000	0.715418	0.026465	0.123932	0.214171	0.216506	0.285484	0.283839	
628	-68.210286	0.922015	0.000000	0.255591	0.018270	0.000000	1.345093	0.025664	0.239165	0.210335	0.211884	0.289357	0.288424	
629	-68.272392	0.381567	0.000000	0.111278	0.019218	0.000000	1.092892	0.025547	0.190633	0.225388	0.227771	0.273770	0.273070	
630	-68.733354	0.001627	0.213868	0.024539	0.000000	0.106415	5.942404	0.023583	1.003702	0.256908	0.233466	0.254864	0.254762	
631	-68.578297	0.388468	0.000000	0.084748	0.019650	0.059366	0.697032	0.014644	0.132041	0.223280	0.226015	0.274200	0.276505	
632	-68.537508	0.000000	0.142628	0.022170	0.000000	0.054242	1.001679	0.023266	0.169621	0.255611	0.237895	0.253441	0.253054	
633	-69.820909	0.433961	0.000000	0.114990	0.168445	0.000001	0.117152	0.094298	0.021359	0.250064	0.250052	0.249864	0.250020	
634	-69.411836	0.662535	0.000000	0.146512	0.019907	0.080091	0.780731	0.010995	0.150251	0.232241	0.233308	0.266156	0.268295	
635	-68.143631	0.767198	0.000000	0.192838	0.017606	0.039025	0.348464	0.018181	0.066386	0.206259	0.208296	0.291001	0.294445	
636	-68.408122	0.498839	0.000000	0.139760	0.015595	0.000000	0.710014	0.025214	0.122496	0.190019	0.193703	0.309449	0.306828	
637	-68.263735	0.269478	0.000000	0.079492	0.018473	0.000000	1.338356	0.025495	0.231993	0.208666	0.214303	0.288955	0.288076	
638	-68.463493	0.787865	0.000219	0.211113	0.017136	0.000000	1.233058	0.025312	0.215349	0.205217	0.207060	0.294464	0.293259	
639	-67.835012	0.436637	0.000000	0.122433	0.018372	0.000000	0.440148	0.024629	0.075785	0.201395	0.205347	0.298320	0.294938	
640	-68.245781	0.289048	0.000000	0.084361	0.017736	0.000000	0.773679	0.024344	0.134370	0.208443	0.213444	0.289815	0.288297	
641	-67.904504	0.566478	0.000000	0.157512	0.018042	0.000000	0.421591	0.025177	0.072090	0.213199	0.215408	0.287148	0.284245	
642	-68.094004	0.357053	0.000000	0.102015	0.021358	0.000001	0.512319	0.026459	0.087822	0.217917	0.221464	0.281386	0.279232	
643	-68.117606	0.572138	0.000000	0.157482	0.017059	0.000599	0.703685	0.024950	0.121701	0.216853	0.218708	0.282986	0.281454	
644	-67.272458	0.448682	0.000000	0.125110	0.016231	0.000000	0.428309	0.024987	0.072967	0.216388	0.218754	0.283651	0.281206	
645	-68.306026	0.308577	0.000005	0.090223	0.018998	0.000000	0.867541	0.026052	0.151016	0.221193	0.224475	0.277721	0.276610	
646	-67.575274	0.378887	0.000000	0.107923	0.015278	0.000000	0.516633	0.024481	0.088505	0.202611	0.206332	0.296912	0.294145	
647	-68.125685	0.234979	0.000000	0.070595	0.016107	0.000000	0.597092	0.024791	0.102802	0.183488	0.192949	0.313213	0.310350	
648	-67.901584	0.595121	0.000000	0.163336	0.019141	0.000000	0.614281	0.025087	0.106135	0.229748	0.231062	0.270078	0.269111	
649	-67.607380	1.091317	0.000000	0.289475	0.015983	0.014916	0.278640	0.022490	0.049661	0.208805	0.210000	0.291299	0.289896	
650	-68.725910	0.659945	0.000000	0.181378	0.017986	0.000000	0.999564	0.024039	0.175808	0.216642	0.218455	0.282933	0.281970	
651	-68.575254	1.114424	0.000000	0.306477	0.016279	0.001280	0.280983	0.024270	0.047707	0.203738	0.205020	0.298153	0.293089	
652	-69.522653	1.101368	0.000000	0.289491	0.178226	0.000000	0.299186	0.098822	0.052802	0.250000	0.250000	0.250000	0.250000	
653	-67.947608	0.988767	0.000000	0.279406	0.018249	0.000000	0.832512	0.024505	0.143664	0.212123	0.213438	0.287962	0.286477	
654	-68.976039	1.018891	0.000000	0.278442	0.022134	0.000000	0.264137	0.026341	0.044666	0.225411	0.226346	0.275981	0.272262	
655	-68.680102	0.722079	0.000000	0.197731	0.022158	0.001323	0.231717	0.026138	0.039546	0.227928	0.229171	0.273093	0.269808	
656	-68.806628	0.806835	0.000000	0.221427	0.021450	0.000000	0.882748	0.026413	0.153436	0.224985	0.226225	0.274900	0.273891	
657	-68.779753	0.822780	0.000000	0.223924	0.019693	0.002273	0.879560	0.025705	0.153060	0.211540	0.213310	0.288236	0.286914	
658	-68.465274	4.221517	0.000000	1.098487	0.024676	0.002061	0.283490	0.026176	0.049469	0.228701	0.228918	0.272618	0.269764	
659	-68.655252	0.794745	0.000000	0.218002	0.023513	0.000000	0.612432	0.025787	0.105632	0.227249	0.228451	0.272838	0.271462	
660	-69.377896	0.369110	0.000000	0.105023	0.022896	0.000000	0.607969	0.025904	0.105337	0.217442	0.221139	0.281618	0.279801	
661	-69.099634	0.001086	0.201709	0.026446	0.001873	0.090489	1.116346	0.025913	0.186507	0.253920	0.241428	0.252487	0.252165	
662	-68.263310	0.211260	0.000000	0.065368	0.017579	0.000000	0.768254	0.026045	0.133502	0.204124	0.211496	0.293083	0.291297	
663	-68.081537	0.000000	0.145180	0.024835	0.000000	0.049755	2.127088	0.023961	0.363590	0.256066	0.234748	0.254687	0.254498	
664	-68.382760	0.312558	0.000000	0.090782	0.020649	0.000000	0.399498	0.025850	0.067945	0.217922	0.222196	0.281067	0.278815	
665	-69.264607	0.428520	0.000000	0.108535	0.020096	0.028739	0.319295	0.020250	0.059747	0.224212	0.226684	0.274082	0.275021	
666	-68.804798	0.459785	0.000000	0.127549	0.021109	0.005318	0.424731	0.024465	0.073383	0.225098	0.227388	0.274404	0.273111	
667	-68.069680	0.285767	0.000000	0.052974	0.021241	0.071082	0.554297	0.011861	0.110454	0.223018	0.227400	0.272949	0.276633	
668	-67.457417	0.780917	0.000000	0.203706	0.017435	0.025000	0.827489	0.019556	0.148855	0.224122	0.225420	0.275139	0.275319	
669	-68.052409	1.812168	0.000000	0.478042	0.021126	0.018811	0.470710	0.021942	0.084482	0.232846	0.233251	0.267018	0.266885	
670	-68.668608	1.909545	0.000000	0.506225	0.023843	0.001334	0.703065	0.026561	0.122217	0.240948	0.241161	0.259167	0.258724	
671	-69.730606	0.375427	0.000000	0.098976	0.220981	0.000000	0.551128	0.125396	0.097439	0.250000	0.250000	0.250000	0.250000	
672	-68.686649	1.603977	0.000000	0.431321	0.021414	0.000000	0.546576	0.026409	0.094303	0.233111	0.233551	0.267193	0.266145	
673	-69.280949	1.127344	0.000000	0.304098	0.024237	0.000000	0.710087	0.026693	0.123471	0.235164	0.235767	0.264907	0.264162	
674	-68.851887	2.075058	0.000000	0.555523	0.021715	0.000000	0.313770	0.025527	0.053358	0.235859	0.236143	0.264772	0.263226	
675	-70.096020	0.560983	0.000000	0.147610	0.609533	0.000000	0.193077	0.339965	0.034798	0.250000	0.250000	0.250000	0.250000	
676	-68.537669	0.616310	0.000000	0.168547	0.024528	0.005785	0.097653	0.026569	0.015705	0.229869	0.231301	0.271479	0.267351	
677	-68.429330	0.813888	0.000000	0.223746	0.022710	0.000000	0.654959	0.026462	0.113049	0.226119	0.227374	0.273894	0.272614	
678	-69.428466	1.952436	0.000000	0.523646	0.028789	0.000000	0.658101	0.028882	0.114273	0.228393	0.228958	0.272030	0.270619	
679	-68.304402	0.000000	0.128314	0.024955	0.000000	0.040638	1.185786	0.025336	0.202677	0.251964	0.240051	0.254043	0.253943	
680	-68.432882	1.282111	0.000000	0.332653	0.020085	0.031751	0.832035	0.021390	0.149938	0.215743	0.216808	0.283442	0.284008	
681	-68.503331	0.536021	0.000000	0.147393	0.022125	0.004715	0.142541	0.026346	0.024809	0.219179	0.221604	0.282009	0.277208	
682	-69.933562	0.405961	0.000000	0.108847	0.115156	0.000000	1.581885	0.063741	0.279528	0.249944	0.249967	0.250046	0.250043	
683	-68.491430	0.796664	0.000000	0.212963	0.025367	0.007602	0.116763	0.025260	0.020780	0.233800	0.234737	0.267172	0.264290	
684	-68.473792	0.181484	0.000000	0.031572	0.026710	0.057908	0.698525	0.015577	0.132728	0.240077	0.243240	0.257917	0.258766	
685	-67.909152	0.742203	0.000000	0.197408	0.026956	0.012148	0.302180	0.025523	0.054155	0.231855	0.233076	0.268078	0.266990	
686	-68.571428	0.994764	0.000000	0.267661	0.023592	0.001145	0.808943	0.025113	0.141250	0.231586	0.232456	0.268310	0.267647	
687	-69.375168	0.178505	0.000000	0.011577	0.067096	0.110986	0.506420	0.017280	0.109942	0.248715	0.249727	0.250595	0.250964	
688	-69.137199	0.319423	0.000000	0.092430	0.026909	0.000000	0.629954	0.027999	0.109217	0.231298	0.234033	0.267902	0.266767	
689	-67.529608	1.189805	0.000000	0.318928	0.022598	0.000000	0.506094	0.025348	0.087925	0.234997	0.235532	0.265247	0.264224	
690	-68.408084	0.548286	0.000000	0.111935	0.023506	0.097892	1.159278	0.008075	0.221077	0.232058	0.233546	0.266203	0.268193	
691	-68.662300	0.277804	0.000000	0.063774	0.024547	0.042497	1.108926	0.019015	0.201322	0.236090	0.238365	0.262548	0.262997	
692	-69.086592	0.502768	0.000000	0.139150	0.026107	0.000049	0.428800	0.027350	0.073978	0.232875	0.234553	0.266982	0.265590	
693	-67.973490	1.530635	0.000000	0.403076	0.026776	0.000000	0.343352	0.027357	0.059635	0.237018	0.237441	0.263495	0.262047	
694	-68.428054	0.498742	0.000000	0.134020	0.024307	0.010665	0.305291	0.024037	0.054678	0.234150	0.235640	0.265531	0.264678	
695	-69.023184	1.125399	0.000000	0.308110	0.024485	0.000000	0.643880	0.026293	0.111009	0.238945	0.239370	0.261176	0.260510	
696	-69.319264	0.267907	0.000000	0.046608	0.028244	0.074767	1.060670	0.013728	0.200128	0.240571	0.242418	0.258085	0.258926	
697	-68.449899	0.298003	0.000000	0.062497	0.021850	0.057107	1.148744	0.014992	0.210895	0.234549	0.236791	0.263939	0.264721	
698	-68.456777	2.347530	0.000004	0.602609	0.022610	0.000108	0.427993	0.026062	0.074039	0.235515	0.235773	0.264985	0.263727	
699	-68.956353	1.115553	0.000000	0.306878	0.023520	0.007720	0.147241	0.026014	0.026018	0.231734	0.232442	0.269370	0.266454	
700	-68.467415	0.676603	0.000000	0.136392	0.022532	0.126846	2.006785	0.004444	0.374459	0.233729	0.234815	0.265051	0.266405	
701	-68.295211	0.651635	0.000000	0.155522	0.021030	0.060511	0.710585	0.015633	0.133946	0.237759	0.238543	0.261327	0.262372	
702	-68.283772	0.754790	0.000000	0.180951	0.016347	0.064062	0.554565	0.013495	0.106907	0.223578	0.224721	0.274225	0.277477	
703	-69.032086	1.366846	0.000000	0.326614	0.016326	0.097763	1.018308	0.008409	0.195679	0.213751	0.214605	0.283661	0.287983	
704	-68.280378	0.020067	0.167587	0.025774	0.000000	0.076465	1.609432	0.024667	0.277223	0.258947	0.224054	0.258719	0.258280	
705	-68.550583	1.726407	0.000000	0.459383	0.019885	0.008011	1.112133	0.024877	0.195117	0.219285	0.219953	0.280696	0.280066	
706	-68.455961	0.177130	0.175646	0.051769	0.000000	0.118494	1.977172	0.013301	0.393413	0.244904	0.224505	0.264913	0.265678	
707	-69.246293	0.000000	1.066492	0.027968	0.000000	0.780238	0.961560	0.024436	0.154696	0.257004	0.230932	0.256502	0.255563	
708	-70.068974	0.321540	0.000000	0.085854	0.378045	0.000000	0.453470	0.213325	0.080525	0.250000	0.250000	0.250000	0.250000	
709	-67.910130	1.547328	0.000000	0.405153	0.024164	0.021370	0.138331	0.021988	0.026569	0.229112	0.229727	0.270619	0.270542	
710	-69.305176	1.135559	0.000031	0.290448	0.024636	0.000000	0.413822	0.026141	0.072283	0.234655	0.235272	0.265719	0.264354	
711	-68.697365	0.333454	0.000000	0.095365	0.022785	0.000000	0.599886	0.025321	0.103864	0.225592	0.228860	0.273363	0.272185	
712	-69.933584	0.206656	0.000000	0.056016	0.238530	0.000000	0.718532	0.135406	0.127187	0.249999	0.250000	0.250001	0.250001	
713	-68.878592	1.627952	0.000000	0.428685	0.020649	0.015334	0.639162	0.021609	0.113521	0.229825	0.230331	0.270045	0.269798	
714	-69.206454	1.080759	0.000002	0.290443	0.020676	0.000002	1.071521	0.024617	0.186314	0.218886	0.220038	0.280998	0.280077	
715	-69.060827	0.939589	0.000000	0.253784	0.021534	0.000000	0.757098	0.024224	0.131633	0.228985	0.229910	0.270989	0.270116	
716	-69.357079	0.782557	0.000000	0.213088	0.024720	0.000001	0.719523	0.026428	0.125760	0.225287	0.226714	0.274628	0.273371	
717	-69.343824	0.341413	0.000000	0.097729	0.023332	0.000133	1.113488	0.025741	0.195565	0.227440	0.230529	0.271298	0.270734	
718	-69.909213	0.176599	0.000014	0.048336	0.199601	0.000000	1.749620	0.113916	0.307455	0.249995	0.250000	0.250002	0.250002	
719	-68.165226	0.373075	0.000000	0.101954	0.020823	0.008052	0.644964	0.023674	0.112756	0.221561	0.224552	0.277375	0.276511	
720	-68.008276	3.754690	0.000000	1.031459	0.018956	0.000000	0.281169	0.025133	0.048123	0.208409	0.208802	0.293954	0.288835	
721	-67.535188	0.231162	0.000000	0.069783	0.016716	0.000000	1.382440	0.025975	0.245961	0.202204	0.208851	0.295003	0.293942	
722	-67.400377	0.529517	0.000001	0.144473	0.019106	0.000002	1.087371	0.025582	0.187398	0.207220	0.210243	0.291890	0.290648	
723	-69.998321	0.228091	0.000000	0.061990	0.204733	0.000000	0.792261	0.114417	0.139565	0.249999	0.250000	0.250000	0.250000	
724	-69.221409	0.767096	0.000000	0.201546	0.131618	0.000000	0.554743	0.075477	0.097869	0.249999	0.249999	0.250001	0.250001	
725	-68.455019	0.415676	0.000000	0.117596	0.019520	0.000007	0.509399	0.025731	0.087246	0.203415	0.207517	0.296061	0.293007	
726	-69.559996	0.424518	0.000003	0.112454	0.125655	0.000000	0.523329	0.072559	0.092213	0.249990	0.249994	0.250009	0.250007	
727	-68.867070	0.998334	0.000000	0.272916	0.021698	0.000000	0.204552	0.026392	0.034566	0.216384	0.217782	0.285555	0.280279	
728	-69.017769	1.268993	0.000000	0.336556	0.026021	0.006951	0.089096	0.026237	0.015286	0.223481	0.224412	0.279441	0.272666	
729	-67.537508	1.006893	0.000000	0.271464	0.019536	0.000000	1.849181	0.024740	0.326003	0.229553	0.230353	0.270210	0.269884	
730	-69.080664	0.433592	0.000000	0.107337	0.023460	0.034154	0.689089	0.019767	0.125769	0.230448	0.232592	0.268211	0.268749	
731	-69.812330	0.045444	1.031798	0.030407	0.000000	0.801949	0.943508	0.019285	0.150633	0.258161	0.223649	0.259077	0.259112	
732	-69.809879	0.469594	0.000006	0.124282	0.188209	0.000000	1.392811	0.105392	0.245554	0.250000	0.250000	0.250000	0.250000	
733	-69.170789	6.456959	0.000000	1.563892	0.027960	0.008639	0.130444	0.026528	0.023644	0.236600	0.236703	0.264693	0.262005	
734	-68.819987	0.985642	0.000000	0.263843	0.021148	0.009186	0.195954	0.024101	0.034792	0.217834	0.219120	0.283217	0.279829	
735	-68.286958	0.945219	0.000000	0.256356	0.023507	0.000000	0.651821	0.028030	0.112165	0.221862	0.223210	0.278244	0.276684	
736	-67.736027	1.405787	0.000000	0.378357	0.018615	0.000000	0.678521	0.027025	0.117728	0.210179	0.211224	0.290287	0.288310	
737	-67.592564	1.236723	0.000000	0.336414	0.018185	0.000001	0.362459	0.025996	0.062755	0.213208	0.214268	0.287927	0.284597	
738	-68.342522	0.854480	0.000000	0.230965	0.020843	0.000000	0.431248	0.025585	0.074302	0.221164	0.222528	0.279248	0.277060	
739	-68.934368	0.992821	0.000000	0.270540	0.023056	0.000000	0.813736	0.026479	0.141249	0.226120	0.227104	0.273955	0.272821	
740	-68.657331	0.969473	0.000000	0.263970	0.021747	0.000000	0.799964	0.026579	0.138406	0.222221	0.223380	0.277830	0.276569	
741	-67.868311	0.208798	0.000000	0.041581	0.017326	0.055242	1.033970	0.016189	0.189551	0.209654	0.216308	0.285916	0.288122	
742	-68.785407	0.025857	0.230961	0.029165	0.000001	0.119717	1.713782	0.021390	0.297005	0.257812	0.224697	0.258892	0.258599	
743	-70.105013	0.452291	0.000000	0.000000	2.337735	0.378874	0.554215	1.240122	0.165332	0.250000	0.250000	0.250000	0.250000	
744	-69.075496	0.655041	0.000000	0.182114	0.025429	0.000000	1.219300	0.027459	0.213187	0.232206	0.233433	0.267464	0.266897	
745	-69.442909	0.647702	0.000000	0.180496	0.026329	0.000000	0.649406	0.027599	0.113122	0.230073	0.231513	0.269806	0.268607	
746	-69.378774	0.742368	0.000000	0.196756	0.096365	0.000000	0.855689	0.054420	0.150017	0.249877	0.249901	0.250117	0.250104	
747	-69.273388	0.930292	0.000000	0.246580	0.095177	0.000000	0.519927	0.053881	0.091514	0.249885	0.249903	0.250117	0.250096	
748	-68.113918	0.808391	0.000000	0.220772	0.022792	0.000000	0.467411	0.027090	0.081573	0.231462	0.232388	0.268860	0.267290	
749	-68.934275	0.591267	0.000000	0.153115	0.029307	0.012895	0.119352	0.025712	0.021979	0.238223	0.239196	0.262321	0.260261	
750	-68.531913	0.585356	0.000000	0.161856	0.025908	0.000000	0.726737	0.027002	0.125755	0.227075	0.228927	0.272577	0.271421	
751	-69.021486	0.507749	0.000000	0.139711	0.027833	0.000000	1.899361	0.027041	0.315933	0.231182	0.233033	0.268076	0.267709	
